day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;97900;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-7156.0
-1;98000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-7156.0
-1;98000;KELP;2017;24;;;;;2021;24;;;;;2019.0;66.69921875
-1;98100;KELP;2018;29;;;;;2021;29;;;;;2019.5;64.580078125
-1;98100;RAINFOREST_RESIN;9996;1;9995;28;;;9998;1;10002;2;10004;1;9997.0;-7156.0
-1;98200;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-7154.0
-1;98200;KELP;2018;26;;;;;2021;26;;;;;2019.5;64.625
-1;98300;KELP;2020;2;2018;31;;;2021;29;;;;;2020.5;62.373046875
-1;98300;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;-7154.0
-1;98400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-7154.0
-1;98400;KELP;2018;30;;;;;2020;7;2021;30;;;2019.0;62.080078125
-1;98500;KELP;2018;31;;;;;2021;31;;;;;2019.5;61.0390625
-1;98500;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-7154.0
-1;98600;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-7154.0
-1;98600;KELP;2018;28;;;;;2022;28;;;;;2020.0;56.41015625
-1;98700;KELP;2019;29;;;;;2022;29;;;;;2020.5;53.009765625
-1;98700;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;-7154.0
-1;98800;RAINFOREST_RESIN;10002;1;9996;1;9995;23;10004;1;10005;23;;;10003.0;-7154.0
-1;98800;KELP;2020;1;2018;24;;;2021;24;;;;;2020.5;59.2578125
-1;98900;KELP;2018;26;;;;;2021;26;;;;;2019.5;62.46484375
-1;98900;RAINFOREST_RESIN;9998;10;9995;26;;;10005;26;;;;;10001.5;-7206.0
-1;99000;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-7206.0
-1;99000;KELP;2018;25;;;;;2020;4;2021;26;;;2019.0;61.9921875
-1;99100;KELP;2018;31;;;;;2021;25;;;;;2019.5;61.388671875
-1;99100;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;-7206.0
-1;99200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-7206.0
-1;99200;KELP;2018;27;;;;;2021;22;;;;;2019.5;60.431640625
-1;99300;KELP;2020;1;2018;27;;;2021;27;;;;;2020.5;60.0703125
-1;99300;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-7206.0
-1;99400;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-7206.0
-1;99400;KELP;2018;26;;;;;2022;26;;;;;2020.0;57.65625
-1;99500;KELP;2018;24;;;;;2022;24;;;;;2020.0;55.572265625
-1;99500;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-7198.0
-1;99600;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;-7198.0
-1;99600;KELP;2019;4;2018;28;;;2022;28;;;;;2020.5;56.478515625
-1;99700;KELP;2018;30;;;;;2022;30;;;;;2020.0;56.3515625
-1;99700;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-7211.0
-1;99800;KELP;2018;28;;;;;2022;28;;;;;2020.0;56.943359375
-1;99800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-7211.0
-1;99900;RAINFOREST_RESIN;10002;1;9995;29;;;10005;29;;;;;10003.5;-7211.0
-1;99900;KELP;2018;28;;;;;2021;29;;;;;2019.5;61.40625
-1;100000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-7214.0
-1;100000;KELP;2018;24;;;;;2020;5;2021;24;;;2019.0;63.212890625
-1;100100;KELP;2018;29;;;;;2021;29;;;;;2019.5;61.98828125
-1;100100;RAINFOREST_RESIN;10002;1;9995;29;;;10005;29;;;;;10003.5;-7211.0
-1;100200;KELP;2018;23;;;;;2020;1;2021;23;;;2019.0;60.048828125
-1;100200;RAINFOREST_RESIN;9998;5;9996;1;9995;22;10004;1;10005;22;;;10001.0;-7219.0
-1;100300;RAINFOREST_RESIN;9998;4;9996;1;9995;30;10004;1;10005;30;;;10001.0;-7219.0
-1;100300;KELP;2018;31;;;;;2021;31;;;;;2019.5;60.759765625
-1;100400;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-7219.0
-1;100400;KELP;2018;30;;;;;2021;30;;;;;2019.5;63.26953125
-1;100500;KELP;2018;22;;;;;2021;22;;;;;2019.5;64.224609375
-1;100500;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-7219.0
-1;100600;KELP;2018;29;;;;;2020;1;2021;29;;;2019.0;62.544921875
-1;100600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-7215.0
-1;100700;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;-7215.0
-1;100700;KELP;2018;31;;;;;2021;31;;;;;2019.5;60.9140625
-1;100800;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;-7213.0
-1;100800;KELP;2018;35;;;;;2021;28;;;;;2019.5;61.826171875
-1;100900;KELP;2018;19;;;;;2021;27;;;;;2019.5;61.48828125
-1;100900;RAINFOREST_RESIN;9998;10;9995;27;;;10005;27;;;;;10001.5;-7213.0
-1;101000;KELP;2018;31;;;;;2021;30;;;;;2019.5;62.349609375
-1;101000;RAINFOREST_RESIN;9998;6;9995;30;;;10005;30;;;;;10001.5;-7213.0
-1;101100;RAINFOREST_RESIN;9998;4;9996;1;9995;21;10004;1;10005;21;;;10001.0;-7213.0
-1;101100;KELP;2019;5;2018;21;;;2022;22;;;;;2020.5;55.2890625
-1;101200;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-7213.0
-1;101200;KELP;2019;25;;;;;2022;26;;;;;2020.5;52.9921875
-1;101300;KELP;2019;27;;;;;2022;27;;;;;2020.5;50.609375
-1;101300;RAINFOREST_RESIN;9996;1;9995;26;;;9998;2;10004;1;10005;26;9997.0;-7205.0
-1;101400;KELP;2019;22;;;;;2021;5;2022;22;;;2020.0;53.486328125
-1;101400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-7280.0
-1;101500;RAINFOREST_RESIN;10000;3;9996;2;9995;20;10004;2;10005;20;;;10002.0;-7280.0
-1;101500;KELP;2020;5;2018;22;;;2022;22;;;;;2021.0;55.990234375
-1;101600;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-7274.0
-1;101600;KELP;2019;21;;;;;2022;27;;;;;2020.5;54.2890625
-1;101700;KELP;2018;27;;;;;2022;27;;;;;2020.0;58.970703125
-1;101700;RAINFOREST_RESIN;9998;1;9995;27;;;10005;27;;;;;10001.5;-7274.0
-1;101800;KELP;2018;26;;;;;2021;2;2022;24;;;2019.5;58.966796875
-1;101800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-7274.0
-1;101900;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;-7274.0
-1;101900;KELP;2018;23;;;;;2020;6;2022;23;;;2019.0;56.392578125
-1;102000;RAINFOREST_RESIN;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;-7274.0
-1;102000;KELP;2018;30;;;;;2022;30;;;;;2020.0;55.919921875
-1;102100;KELP;2019;24;;;;;2022;24;;;;;2020.5;54.380859375
-1;102100;RAINFOREST_RESIN;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;-7366.0
-1;102200;KELP;2019;30;;;;;2021;7;2022;30;;;2020.0;53.2421875
-1;102200;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-7366.0
-1;102300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-7358.0
-1;102300;KELP;2020;4;2019;1;2018;24;2022;25;;;;;2021.0;55.24609375
-1;102400;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;-7358.0
-1;102400;KELP;2019;23;;;;;2022;23;;;;;2020.5;54.70703125
-1;102500;KELP;2019;29;;;;;2022;29;;;;;2020.5;53.8515625
-1;102500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;9;10004;2;10005;27;9999.0;-7358.0
-1;102600;KELP;2018;25;;;;;2021;25;;;;;2019.5;60.16796875
-1;102600;RAINFOREST_RESIN;9998;9;9996;2;9995;23;10004;2;10005;23;;;10001.0;-7358.0
-1;102700;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-7358.0
-1;102700;KELP;2018;21;;;;;2022;21;;;;;2020.0;58.51171875
-1;102800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-7334.0
-1;102800;KELP;2018;28;;;;;2022;28;;;;;2020.0;57.54296875
-1;102900;KELP;2020;4;2019;4;2018;28;2021;1;2022;27;;;2020.5;58.646484375
-1;102900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-7334.0
-1;103000;KELP;2018;31;;;;;2020;4;2021;1;2022;30;2019.0;58.583984375
-1;103000;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-7334.0
-1;103100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-7334.0
-1;103100;KELP;2020;1;2018;27;;;2022;27;;;;;2021.0;57.974609375
-1;103200;RAINFOREST_RESIN;9998;5;9995;27;;;10005;27;;;;;10001.5;-7334.0
-1;103200;KELP;2019;6;2018;27;;;2022;27;;;;;2020.5;58.1875
-1;103300;KELP;2019;34;;;;;2022;26;;;;;2020.5;54.724609375
-1;103300;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-7334.0
-1;103400;KELP;2018;32;;;;;2019;1;2020;5;2022;32;2018.5;56.275390625
-1;103400;RAINFOREST_RESIN;9998;9;9996;2;9995;30;10000;4;10004;2;10005;30;9999.0;-7334.0
-1;103500;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-7334.0
-1;103500;KELP;2019;8;2018;28;;;2020;9;2022;28;;;2019.5;56.09765625
-1;103600;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-7334.0
-1;103600;KELP;2018;27;;;;;2022;27;;;;;2020.0;56.07421875
-1;103700;KELP;2019;1;2018;24;;;2022;25;;;;;2020.5;55.0859375
-1;103700;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-7334.0
-1;103800;KELP;2018;26;;;;;2020;7;2022;26;;;2019.0;55.384765625
-1;103800;RAINFOREST_RESIN;9998;5;9995;26;;;10005;26;;;;;10001.5;-7334.0
-1;103900;RAINFOREST_RESIN;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;-7334.0
-1;103900;KELP;2019;2;2018;22;;;2022;24;;;;;2020.5;55.591796875
-1;104000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-7334.0
-1;104000;KELP;2020;1;2018;27;;;2022;27;;;;;2021.0;57.12890625
-1;104100;KELP;2019;28;;;;;2022;28;;;;;2020.5;51.8984375
-1;104100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-7334.0
-1;104200;KELP;2019;23;;;;;2021;7;2022;24;;;2020.0;54.3046875
-1;104200;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-7334.0
-1;104300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-7334.0
-1;104300;KELP;2019;21;;;;;2022;22;;;;;2020.5;50.796875
-1;104400;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-7334.0
-1;104400;KELP;2019;29;;;;;2022;29;;;;;2020.5;52.224609375
-1;104500;KELP;2019;26;;;;;2022;26;;;;;2020.5;53.38671875
-1;104500;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-7334.0
-1;104600;KELP;2019;28;;;;;2022;27;;;;;2020.5;51.875
-1;104600;RAINFOREST_RESIN;9996;2;9995;25;;;10002;4;10004;2;10005;25;9999.0;-7334.0
-1;104700;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;-7334.0
-1;104700;KELP;2019;32;;;;;2022;31;;;;;2020.5;52.45703125
-1;104800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-7376.0
-1;104800;KELP;2019;34;;;;;2022;28;;;;;2020.5;52.919921875
-1;104900;KELP;2019;26;;;;;2021;4;2022;26;;;2020.0;52.328125
-1;104900;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-7376.0
-1;105000;KELP;2018;21;;;;;2022;21;;;;;2020.0;55.98046875
-1;105000;RAINFOREST_RESIN;9995;21;;;;;10002;2;10005;21;;;9998.5;-7373.0
-1;105100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-7373.0
-1;105100;KELP;2019;8;2018;32;;;2022;32;;;;;2020.5;56.162109375
-1;105200;RAINFOREST_RESIN;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;-7373.0
-1;105200;KELP;2020;7;2018;26;;;2022;26;;;;;2021.0;57.87109375
-1;105300;KELP;2020;1;2018;27;;;2021;27;;;;;2020.5;60.142578125
-1;105300;RAINFOREST_RESIN;9996;2;9995;25;;;10002;9;10004;2;10005;25;9999.0;-7373.0
-1;105400;KELP;2018;30;;;;;2021;24;;;;;2019.5;60.74609375
-1;105400;RAINFOREST_RESIN;10002;1;9995;24;;;10005;24;;;;;10003.5;-7373.0
-1;105500;RAINFOREST_RESIN;9998;1;9995;28;;;10005;28;;;;;10001.5;-7381.0
-1;105500;KELP;2018;28;;;;;2020;2;2021;28;;;2019.0;61.58203125
-1;105600;RAINFOREST_RESIN;9998;8;9995;30;;;10005;30;;;;;10001.5;-7381.0
-1;105600;KELP;2020;1;2018;30;;;2021;30;;;;;2020.5;61.162109375
-1;105700;KELP;2020;1;2018;1;2017;28;2021;29;;;;;2020.5;65.455078125
-1;105700;RAINFOREST_RESIN;9998;8;9996;1;9995;28;10004;1;10005;28;;;10001.0;-7381.0
-1;105800;KELP;2020;7;2018;28;;;2021;28;;;;;2020.5;62.83203125
-1;105800;RAINFOREST_RESIN;10002;3;9996;2;9995;26;10004;2;10005;26;;;10003.0;-7381.0
-1;105900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-7379.0
-1;105900;KELP;2018;24;;;;;2021;24;;;;;2019.5;60.552734375
-1;106000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-7379.0
-1;106000;KELP;2018;18;;;;;2021;22;;;;;2019.5;61.1484375
-1;106100;KELP;2018;24;;;;;2020;7;2021;24;;;2019.0;61.568359375
-1;106100;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-7379.0
-1;106200;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;-7370.0
-1;106200;KELP;2018;23;;;;;2021;23;;;;;2019.5;62.65625
-1;106300;KELP;2018;32;;;;;2019;4;2021;28;;;2018.5;60.943359375
-1;106300;RAINFOREST_RESIN;9996;2;9995;26;;;9998;2;10000;4;10004;2;9997.0;-7370.0
-1;106400;RAINFOREST_RESIN;9998;10;9996;1;9995;22;10000;6;10004;1;10005;22;9999.0;-7468.0
-1;106400;KELP;2018;23;;;;;2019;6;2020;8;2022;23;2018.5;58.09375
-1;106500;KELP;2018;20;;;;;2020;4;2022;20;;;2019.0;56.55078125
-1;106500;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-7468.0
-1;106600;RAINFOREST_RESIN;9995;30;;;;;9998;4;10005;30;;;9996.5;-7468.0
-1;106600;KELP;2018;30;;;;;2020;6;2022;30;;;2019.0;56.669921875
-1;106700;KELP;2018;30;;;;;2022;30;;;;;2020.0;56.708984375
-1;106700;RAINFOREST_RESIN;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;-7460.0
-1;106800;RAINFOREST_RESIN;10002;1;9998;9;9996;1;10004;1;10005;30;;;10003.0;-7458.0
-1;106800;KELP;2019;3;2018;30;;;2022;31;;;;;2020.5;55.87109375
-1;106900;KELP;2018;29;;;;;2022;29;;;;;2020.0;58.740234375
-1;106900;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;-7530.0
-1;107000;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-7530.0
-1;107000;KELP;2018;26;;;;;2019;2;2022;26;;;2018.5;57.83984375
-1;107100;KELP;2018;22;;;;;2022;22;;;;;2020.0;58.423828125
-1;107100;RAINFOREST_RESIN;9995;22;;;;;9998;1;10005;22;;;9996.5;-7530.0
-1;107200;RAINFOREST_RESIN;9998;1;9996;1;9995;24;10004;1;10005;24;;;10001.0;-7623.0
-1;107200;KELP;2018;25;;;;;2020;2;2022;25;;;2019.0;57.306640625
-1;107300;KELP;2018;25;;;;;2021;25;;;;;2019.5;60.455078125
-1;107300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-7623.0
-1;107400;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;-7623.0
-1;107400;KELP;2019;6;2018;25;;;2022;25;;;;;2020.5;58.55078125
-1;107500;KELP;2018;25;;;;;2022;25;;;;;2020.0;59.078125
-1;107500;RAINFOREST_RESIN;9995;25;;;;;10002;5;10005;25;;;9998.5;-7619.0
-1;107600;RAINFOREST_RESIN;9998;3;9996;1;9995;30;10004;1;10005;30;;;10001.0;-7619.0
-1;107600;KELP;2018;31;;;;;2020;4;2021;31;;;2019.0;59.4140625
-1;107700;KELP;2018;24;;;;;2021;24;;;;;2019.5;64.640625
-1;107700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-7619.0
-1;107800;RAINFOREST_RESIN;9996;2;9995;20;;;10002;8;10004;2;10005;20;9999.0;-7619.0
-1;107800;KELP;2018;22;;;;;2021;22;;;;;2019.5;64.224609375
-1;107900;KELP;2018;1;2017;28;;;2021;29;;;;;2019.5;65.083984375
-1;107900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;4;10004;1;10005;28;9999.0;-7619.0
-1;108000;RAINFOREST_RESIN;9996;1;9995;26;;;9998;11;10004;1;10005;26;9997.0;-7619.0
-1;108000;KELP;2018;1;2017;26;;;2021;27;;;;;2019.5;64.953125
-1;108100;KELP;2018;25;;;;;2021;25;;;;;2019.5;64.66796875
-1;108100;RAINFOREST_RESIN;9995;25;;;;;9998;1;10005;25;;;9996.5;-7597.0
-1;108200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-7630.0
-1;108200;KELP;2017;31;;;;;2019;1;2021;31;;;2018.0;66.64453125
-1;108300;KELP;2017;21;;;;;2021;21;;;;;2019.0;68.1328125
-1;108300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-7630.0
-1;108400;RAINFOREST_RESIN;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;-7630.0
-1;108400;KELP;2019;1;2017;26;;;2020;26;;;;;2019.5;73.30078125
-1;108500;KELP;2017;24;;;;;2020;25;;;;;2018.5;73.1328125
-1;108500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-7630.0
-1;108600;RAINFOREST_RESIN;9996;1;9995;26;;;9998;4;10004;1;10005;26;9997.0;-7630.0
-1;108600;KELP;2017;27;;;;;2020;27;;;;;2018.5;69.880859375
-1;108700;KELP;2017;23;;;;;2020;23;;;;;2018.5;69.974609375
-1;108700;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;-7622.0
-1;108800;KELP;2017;20;;;;;2020;20;;;;;2018.5;71.1171875
-1;108800;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-7622.0
-1;108900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-7622.0
-1;108900;KELP;2017;31;;;;;2021;31;;;;;2019.0;67.818359375
-1;109000;RAINFOREST_RESIN;9995;20;;;;;10002;2;10005;20;;;9998.5;-7622.0
-1;109000;KELP;2018;4;2017;20;;;2021;20;;;;;2019.5;68.40234375
-1;109100;KELP;2017;27;;;;;2019;5;2021;28;;;2018.0;67.583984375
-1;109100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-7622.0
-1;109200;KELP;2017;27;;;;;2021;27;;;;;2019.0;67.62890625
-1;109200;RAINFOREST_RESIN;9998;2;9996;2;9995;25;10004;2;10005;25;;;10001.0;-7622.0
-1;109300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-7622.0
-1;109300;KELP;2017;22;;;;;2020;21;;;;;2018.5;69.21484375
-1;109400;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-7622.0
-1;109400;KELP;2017;21;;;;;2021;21;;;;;2019.0;67.197265625
-1;109500;KELP;2018;33;;;;;2021;30;;;;;2019.5;62.421875
-1;109500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-7622.0
-1;109600;KELP;2018;29;;;;;2021;29;;;;;2019.5;59.76953125
-1;109600;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;-7622.0
-1;109700;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-7633.0
-1;109700;KELP;2018;26;;;;;2021;27;;;;;2019.5;60.515625
-1;109800;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;-7633.0
-1;109800;KELP;2018;24;;;;;2021;24;;;;;2019.5;59.98046875
-1;109900;KELP;2018;27;;;;;2021;27;;;;;2019.5;59.232421875
-1;109900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;-7684.0
-1;110000;KELP;2018;22;;;;;2021;22;;;;;2019.5;59.388671875
-1;110000;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-7687.0
-1;110100;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-7684.0
-1;110100;KELP;2018;23;;;;;2021;24;;;;;2019.5;60.0234375
-1;110200;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-7684.0
-1;110200;KELP;2018;20;;;;;2020;3;2021;20;;;2019.0;62.07421875
-1;110300;KELP;2018;22;;;;;2021;22;;;;;2019.5;60.72265625
-1;110300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;-7684.0
-1;110400;KELP;2018;23;;;;;2021;30;;;;;2019.5;59.859375
-1;110400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-7684.0
-1;110500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-7644.0
-1;110500;KELP;2018;21;;;;;2022;21;;;;;2020.0;58.486328125
-1;110600;RAINFOREST_RESIN;10002;8;9995;28;;;10005;28;;;;;10003.5;-7644.0
-1;110600;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;58.984375
-1;110700;KELP;2020;3;2018;26;;;2021;2;2022;24;;;2020.5;59.0546875
-1;110700;RAINFOREST_RESIN;9998;3;9996;2;9995;24;10004;2;10005;24;;;10001.0;-7678.0
-1;110800;KELP;2018;30;;;;;2022;30;;;;;2020.0;57.017578125
-1;110800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-7678.0
-1;110900;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-7678.0
-1;110900;KELP;2018;24;;;;;2022;24;;;;;2020.0;55.416015625
-1;111000;RAINFOREST_RESIN;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;-7678.0
-1;111000;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;53.04296875
-1;111100;KELP;2019;27;;;;;2022;27;;;;;2020.5;51.2958984375
-1;111100;RAINFOREST_RESIN;9996;2;9995;25;;;9998;4;10004;2;10005;25;9997.0;-7699.0
-1;111200;KELP;2019;22;;;;;2021;1;2022;22;;;2020.0;51.8681640625
-1;111200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-7691.0
-1;111300;RAINFOREST_RESIN;9996;1;9995;29;;;9998;3;10004;1;10005;29;9997.0;-7691.0
-1;111300;KELP;2019;31;;;;;2022;30;;;;;2020.5;50.8515625
-1;111400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-7719.0
-1;111400;KELP;2019;24;;;;;2022;24;;;;;2020.5;51.2783203125
-1;111500;KELP;2021;1;2019;28;;;2022;22;;;;;2021.5;51.40625
-1;111500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-7719.0
-1;111600;KELP;2019;39;;;;;2022;32;;;;;2020.5;51.76171875
-1;111600;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-7719.0
-1;111700;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;-7719.0
-1;111700;KELP;2019;24;;;;;2022;22;;;;;2020.5;50.9140625
-1;111800;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-7719.0
-1;111800;KELP;2019;28;;;;;2022;22;;;;;2020.5;50.67578125
-1;111900;KELP;2019;22;;;;;2022;22;;;;;2020.5;52.033203125
-1;111900;RAINFOREST_RESIN;9996;2;9995;20;;;10002;5;10004;2;10005;20;9999.0;-7719.0
-1;112000;KELP;2018;26;;;;;2020;4;2021;26;;;2019.0;56.3076171875
-1;112000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-7719.0
-1;112100;RAINFOREST_RESIN;9996;2;9995;20;;;9998;5;10002;7;10004;2;9997.0;-7719.0
-1;112100;KELP;2018;22;;;;;2022;22;;;;;2020.0;54.2568359375
-1;112200;RAINFOREST_RESIN;9998;1;9996;2;9995;26;10004;2;10005;26;;;10001.0;-7713.0
-1;112200;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;54.69140625
-1;112300;KELP;2018;31;;;;;2021;26;;;;;2019.5;55.841796875
-1;112300;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-7713.0
-1;112400;KELP;2018;29;;;;;2021;29;;;;;2019.5;55.9375
-1;112400;RAINFOREST_RESIN;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;-7713.0
-1;112500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;3;10004;2;10005;21;9999.0;-7713.0
-1;112500;KELP;2018;23;;;;;2021;23;;;;;2019.5;55.7265625
-1;112600;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-7713.0
-1;112600;KELP;2018;30;;;;;2021;30;;;;;2019.5;55.890625
-1;112700;KELP;2018;29;;;;;2021;29;;;;;2019.5;57.439453125
